%
@relation Meier500_Normalized.arff

@attribute feature1 REAL
@attribute feature2 REAL
@attribute feature3 REAL
@attribute feature4 REAL
@attribute feature5 REAL
@attribute feature6 REAL
@attribute feature7 REAL
@attribute feature8 REAL
@attribute feature9 REAL
@attribute feature10 REAL
@attribute feature11 REAL
@attribute feature12 REAL
@attribute feature13 REAL
@attribute feature14 REAL
@attribute feature15 REAL
@attribute feature16 REAL
@attribute feature17 REAL
@attribute feature18 REAL
@attribute feature19 REAL
@attribute feature20 REAL
@attribute feature21 REAL
@attribute feature22 REAL
@attribute feature23 REAL
@attribute feature24 REAL
@attribute feature25 REAL
@attribute feature26 REAL
@attribute feature27 REAL
@attribute class {1,2,3,4,5}

@data
-0.40412,-0.33427,-0.61725,-0.619,-0.59533,-0.58016,2.4543,5.2342,0.30312,0.40708,1.0223,2.9679,-0.82264,-0.93998,2.2887,3.0582,0.65082,-0.2709,4.9222,2.8364,1.027,-0.81873,-0.48144,-1.8802,2.0731,0.081996,-0.46885,3
-0.99171,-0.73367,-0.87455,-0.70479,-0.91446,-0.71412,-0.85862,-0.82773,-0.55538,-0.76367,-0.82111,-0.88244,-0.65279,0.50827,-0.73991,0.061047,-0.64935,1.4953,-0.50022,0.1195,0.58729,0.50513,0.73848,0.76991,-0.55802,-0.83645,-0.79591,1
12.206,11.373,11.223,10.805,11.576,10.17,0.043658,-0.31583,-0.25837,-0.25956,-0.024781,-0.073257,1.1178,-1.4923,1.2148,-2.1156,2.1516,-2.167,-0.60666,-0.76834,-1.683,-0.88714,-1.4454,-0.89031,0.94976,11.931,17.883,2
-0.37299,-0.65379,-0.094111,1.2264,-0.14057,1.0507,1.9993,2.3028,1.0355,0.43187,2.0156,2.2474,-0.95581,1.1507,-0.57616,0.97883,-0.96778,0.46874,0.25751,0.92272,1.3449,1.1994,1.1718,0.70321,-0.34867,-0.73765,-0.6468,3
-0.52864,-0.65379,-0.54617,-0.67088,-0.54427,-0.67797,-1.1487,-0.88875,-1.1901,-1.1879,-1.1752,-1.0947,-0.44077,-0.43375,-0.24518,-1.0947,-0.52914,0.82712,-0.78077,-0.33017,-0.27348,-1.0425,-0.34575,0.021692,0.35281,-0.74299,-0.59682,5
-0.85552,-0.69817,-0.77788,-0.68684,-0.80755,-0.69711,-1.1427,-0.88682,-1.1169,-1.1851,-1.1558,-1.094,-0.66296,1.2726,-1.249,0.28075,-0.73387,0.97912,-0.5622,0.21108,0.85521,1.7942,1.2222,0.4171,0.027755,-0.76411,-0.40822,5
-0.45276,-0.65823,-0.47935,-0.66888,-0.47406,-0.67585,-0.42708,-0.60742,0.48622,-0.27058,-0.20342,-0.52692,-0.90957,1.0381,-0.68658,0.68029,-1.3401,0.63471,0.0027807,0.75699,1.1795,0.4808,0.80843,0.46505,0.0021697,-0.57953,-0.85164,1
1.1583,1.5207,1.6203,1.793,1.5141,1.6928,-0.26585,-0.53292,-0.42112,-0.07224,-0.31426,-0.33281,0.55661,-1.1449,1.5961,-1.0973,1.4721,-2.0522,0.80502,0.093642,-1.0772,-0.57477,-0.73844,-1.1733,1.3109,-0.38648,1.5494,2
-0.71348,-0.67154,-0.67553,-0.68085,-0.69107,-0.6886,-1.133,-0.88939,-1.0436,-1.1851,-1.1364,-1.094,-0.86773,2.289,-0.87329,1.3816,-1.8158,0.86769,0.62277,1.0649,1.0095,1.6856,1.4162,-0.84508,1.4035,-0.086678,-0.71919,5
-0.45082,-0.66266,-0.4822,-0.67487,-0.47406,-0.68222,-0.13211,-0.47511,0.046791,0.34372,0.058081,-0.18377,-0.93963,0.85367,-0.51681,0.73327,-0.91148,0.088435,0.092076,0.87347,1.3242,0.7749,0.92851,0.96886,-0.86678,-0.8517,-0.80446,1
-0.49751,-0.65379,-0.51916,-0.67686,-0.51554,-0.68222,-1.1435,-0.88939,-1.1413,-1.1907,-1.1622,-1.0955,-0.76465,1.3019,-0.90814,0.75422,-1.9208,0.34341,-0.10534,0.42229,0.79179,-0.076034,0.53813,-0.65321,1.1755,-0.71849,-0.18701,5
-0.83995,-0.69373,-0.76367,-0.68883,-0.79159,-0.69711,-1.1508,-0.88682,-1.186,-1.1879,-1.1752,-1.094,-0.93088,2.6614,-1.1294,2.1015,-1.6447,0.42487,0.51348,1.1287,1.4994,2.6286,1.7588,0.57001,-0.11104,-0.57328,-0.70673,5
-0.63176,-0.68929,-0.62435,-0.67886,-0.63203,-0.68648,-1.1572,-0.89003,-1.2593,-1.1907,-1.1935,-1.0955,-0.83169,0.99474,-0.61345,0.7956,-1.4921,0.21042,0.072311,0.75214,0.94781,0.14486,0.54293,0.064499,0.48158,-0.50236,-0.79787,5
9.7523,6.7617,7.1218,4.8933,7.9909,4.7694,0.11275,-0.31197,0.10375,-0.011636,-0.036618,-0.076892,-0.092581,-0.98916,0.97082,-0.02326,0.82346,-1.255,0.025047,0.33567,-0.30808,-0.75637,-0.60846,-0.1513,0.57631,11.095,19.116,2
-0.46444,-0.66266,-0.48788,-0.67088,-0.48204,-0.67797,-1.1427,-0.88682,-1.1087,-1.1851,-1.1536,-1.094,-0.80369,0.49182,-0.081932,0.3888,-1.1561,0.44997,0.41739,1.0338,0.8634,-0.26279,0.31803,-0.22078,0.80145,-0.68134,-0.51841,5
-0.49946,-0.67154,-0.52342,-0.67487,-0.51714,-0.68222,-1.1447,-0.88746,-1.1331,-1.1879,-1.159,-1.0947,-0.78716,1.0367,-1.2748,0.10207,-1.0838,0.99501,-0.7415,-0.071688,0.89653,0.80959,1.0189,0.63081,-0.29125,-0.62398,-0.62986,5
0.74772,0.30477,0.88251,0.44835,0.8631,0.39578,1.1799,0.18709,0.98667,0.7101,1.2547,0.91041,1.1799,-1.6249,0.7019,-1.9976,1.6182,-1.5984,-1.2817,-1.4833,-1.7725,-1.5583,-1.4271,0.18727,-0.12832,0.44945,0.10534,2
-0.84773,-0.65823,-0.71391,-0.52723,-0.75649,-0.5589,0.28812,-0.24325,-0.17292,0.22527,0.34971,0.19574,0.25206,-1.1398,-0.11797,-1.961,0.64111,-1.0543,-1.3943,-1.3564,-0.86709,-1.2433,-0.755,0.97296,-1.0992,-0.58683,-0.9103,1
-0.80493,-0.69373,-0.7395,-0.68684,-0.76287,-0.69498,-1.1394,-0.88682,-1.0721,-1.1879,-1.1429,-1.094,-0.54104,-0.12999,-0.84201,-0.84372,-0.32268,0.17509,-1.1091,-0.46013,0.36423,-0.2411,0.24042,1.302,-1.9026,-0.15733,-0.67382,5
-0.21344,-0.62272,-0.33151,-0.64893,-0.29375,-0.65671,-0.24565,-0.27986,0.5147,0.0048924,0.21842,-0.21721,-0.68604,-0.38924,0.15669,-0.35579,-0.055979,0.58319,-0.25021,0.55565,0.60702,-0.43922,0.055473,1.0358,-1.1013,-0.31218,-0.57876,1
-0.8166,-0.68041,-0.74519,-0.68684,-0.76925,-0.69498,-1.1556,-0.88875,-1.2552,-1.1879,-1.1924,-1.0947,-0.5703,0.37515,-0.63812,0.22056,-0.82046,1.6511,-0.49647,-0.093681,0.16685,-0.045852,0.44869,-0.14554,0.64507,-0.56115,-0.49531,5
-0.47611,-0.64935,-0.50494,-0.6629,-0.49959,-0.66947,-0.23919,-0.52007,-0.24616,-0.23201,-0.28305,-0.33935,-1.0306,1.69,-0.90323,1.1849,-1.4427,0.16436,0.18937,0.95153,1.6772,1.3623,1.2891,1.1152,-1.1972,-0.62998,-0.64176,1
-0.3691,-0.51622,-0.48931,-0.65093,-0.45491,-0.63119,0.43196,-0.24582,0.55538,0.66052,0.60045,0.27717,-0.59887,-1.1476,1.6795,0.48629,0.65091,0.24029,1.3921,1.5172,0.51751,-1.2414,-0.79871,-0.64133,1.1101,-0.23932,-0.8655,1
-0.98782,-0.7026,-0.88024,-0.69282,-0.91924,-0.70136,-1.1556,-0.88875,-1.2674,-1.1879,-1.1956,-1.0947,-0.63165,1.1888,-0.88003,0.5186,-0.96597,0.98482,-0.14937,0.42549,0.60453,1.2739,1.1213,0.37753,0.066776,-0.47656,-0.72591,5
-0.72321,-0.66266,-0.71391,-0.67287,-0.72138,-0.67797,1.1589,1.3336,2.4596,5.0102,1.6368,1.58,-0.52596,-0.57106,0.12032,-0.59654,0.0047557,-0.39802,-0.49038,0.24133,0.38245,-0.70701,-0.2129,0.992,-1.0245,-0.72696,-0.81062,3
-0.61231,-0.66266,-0.65136,-0.66888,-0.65277,-0.67159,-0.10059,0.095238,-0.49435,-0.50749,-0.35838,-0.12051,-0.8083,0.75751,-0.47561,0.42691,-0.54312,0.441,0.0065581,0.58631,1.101,1.0934,1.0137,0.71516,-0.4026,-0.62594,-0.53465,4
-0.81077,-0.69817,-0.74377,-0.68484,-0.76925,-0.69498,-1.1423,-0.8881,-1.0925,-1.1879,-1.1493,-1.0947,-0.72059,1.0528,-0.75243,0.47787,-0.87282,0.72289,-0.10002,0.66112,0.90423,1.1719,0.98184,0.74892,-0.47979,-0.70519,-0.68671,5
-0.59285,-0.68485,-0.58171,-0.67686,-0.58735,-0.68648,-1.1508,-0.88875,-1.182,-1.1851,-1.173,-1.094,-0.56653,0.0039337,-0.86102,-0.56954,-0.55206,1.4577,-1.0258,-0.5105,0.21768,-0.22908,0.18867,0.5451,-0.23859,-0.60899,-0.51393,5
-0.52475,-0.67154,-0.54048,-0.67287,-0.53948,-0.68222,-0.36525,-0.58366,-0.5147,-0.42484,-0.48213,-0.46149,-0.76248,1.0774,-1.1006,0.26165,-1.0023,0.14496,-0.51401,0.26041,0.88216,1.004,1.0541,1.0098,-1.0092,-0.85509,-0.86074,1
6.7248,6.1892,3.5707,4.8494,4.2411,4.5037,0.76208,0.093954,0.50656,0.59991,0.72205,0.58034,-0.23497,-1.0464,1.1872,0.031817,1.0204,-1.5512,0.4692,0.70331,-0.34013,-0.7264,-0.54278,-1.0491,1.2795,10.589,1.5458,2
-0.81855,-0.69817,-0.75087,-0.68883,-0.77564,-0.69498,-1.1572,-0.8881,-1.2633,-1.1907,-1.1935,-1.0947,-0.48438,-0.37277,-0.70024,-0.95563,-0.22314,0.47587,-1.1728,-0.59745,0.10905,-0.54443,-0.072403,1.0444,-1.1691,-0.1993,-0.90274,5
-0.67652,-0.68485,-0.67269,-0.67886,-0.6799,-0.68648,0.74956,0.15947,-0.34788,0.13987,0.3637,0.54835,-0.3543,-0.32098,-0.40804,-0.77229,-0.15806,0.86736,-0.85862,-0.24677,0.083118,-0.41328,0.092008,1.0448,-1.1759,-0.45622,-0.77995,1
-0.80298,-0.68929,-0.74234,-0.68883,-0.76447,-0.69711,-1.1374,-0.8881,-1.0721,-1.1851,-1.1429,-1.094,-0.82727,1.3266,-0.71526,1.2204,-1.1197,0.85454,0.1945,0.8312,0.95484,1.3099,1.0558,0.37071,0.10705,-0.52804,-0.62328,5
-0.75045,-0.68485,-0.70681,-0.68684,-0.72457,-0.69286,-1.1297,-0.8881,-1.007,-1.1796,-1.1267,-1.0926,-0.30887,0.33001,-0.69421,-0.22816,-0.83101,0.35834,-0.6013,-0.26407,-0.25514,0.012719,0.33476,-0.1856,0.56208,-0.70024,-0.46199,5
-0.47417,-0.57835,-0.52627,-0.64295,-0.51395,-0.64395,1.1528,2.586,0.30719,0.32719,1.414,2.0664,-0.33887,-1.2704,1.2605,-0.64895,0.65347,-0.69265,0.13736,0.46462,-0.0070066,-1.5015,-1.0597,-0.16552,0.57194,-0.79279,-0.54613,3
-0.77964,-0.68929,-0.73382,-0.68085,-0.7517,-0.6886,0.36004,-0.22912,-0.12817,0.15365,0.32388,0.22337,-0.27594,-0.50566,-0.57575,-1.0457,-0.14685,0.85224,-1.1704,-0.64312,-0.12255,-0.75635,-0.13871,1.064,-1.2429,-0.92261,-0.66332,1
0.76912,1.6982,1.1156,1.4479,1.0546,1.4142,1.6922,2.3972,0.78323,0.40433,1.682,2.1107,-0.049042,-1.3715,2.2598,-0.32888,0.63495,-1.798,2.323,0.80345,-0.67077,-1.7333,-1.3041,-2.3277,2.0544,0.76321,0.99133,3
-0.85357,-0.69817,-0.77788,-0.69083,-0.80436,-0.69923,-1.1443,-0.89132,-1.1331,-1.1907,-1.1612,-1.0955,-0.6167,1.0688,-0.47322,0.66735,-0.76412,1.4446,0.30422,0.98237,0.41149,1.3421,1.1404,-0.35232,0.82961,-0.90124,-0.48201,5
-0.24652,-0.6316,-0.38553,-0.64095,-0.35119,-0.64608,0.89583,1.3952,0.2014,-0.028164,0.75218,1.1133,-0.25821,-0.34337,-0.64876,-1.1222,0.18038,1.9162,-1.1572,-0.658,-0.10718,-0.041679,0.048832,0.75087,-0.61778,-0.51879,-0.71037,4
-0.80688,-0.69817,-0.74945,-0.68684,-0.77244,-0.69498,-1.1572,-0.88939,-1.2796,-1.1907,-1.1988,-1.0955,-0.55788,1.6386,-0.95733,0.64802,-0.71339,1.418,0.072567,0.57169,0.76618,2.3967,1.4993,-0.28013,0.83019,-0.6262,-0.89266,5
-0.79131,-0.68929,-0.73239,-0.68684,-0.75489,-0.69286,-1.1451,-0.8881,-1.1372,-1.1879,-1.1612,-1.0947,-0.66064,0.057077,-0.47854,-0.32316,-0.54297,0.46735,-0.56995,0.18912,0.59112,-0.16125,0.29277,0.70799,-0.46005,-0.69802,-0.59752,5
0.76912,0.6376,1.353,0.69972,1.2317,0.75086,0.17053,-0.4597,0.70186,0.48146,0.27223,-0.019457,1.2998,-1.5837,1.3072,-1.9007,1.765,-2.1134,-0.62077,-1.396,-1.8257,-1.3602,-1.385,-0.14921,0.3054,-0.06139,1.2268,2
0.070624,-0.29877,0.54417,0.077268,0.40514,0.10874,-0.39596,-0.66395,0.60014,0.07927,-0.12163,-0.49203,-0.3998,-1.2899,1.9554,0.27693,0.88331,-0.97828,1.8258,1.3748,0.177,-1.3484,-1.0024,-1.1765,1.4951,-0.42298,-0.40472,2
-0.70959,-0.66266,-0.67695,-0.67487,-0.68628,-0.6801,-1.1576,-0.88746,-1.2511,-1.1879,-1.1891,-1.0947,-0.020415,-1.0259,-0.72238,-1.7563,0.35573,-0.34733,-1.7227,-1.5403,-0.91048,-1.2331,-0.8392,0.89643,-0.98882,-0.7602,-0.51799,5
-0.98977,-0.70704,-0.88024,-0.69282,-0.91924,-0.70136,-1.154,-0.8881,-1.2349,-1.1851,-1.187,-1.094,-0.77164,0.30023,-0.53081,-0.15046,-0.7229,0.9832,-0.41714,0.33452,0.70412,-0.01698,0.46812,0.84262,-0.6825,-0.73595,-0.75559,5
-0.81077,-0.68485,-0.74519,-0.68883,-0.76925,-0.69498,-1.1382,-0.88746,-1.068,-1.1879,-1.1429,-1.094,-0.70831,0.33235,-0.87203,-0.20296,-0.68983,0.69917,-0.78704,-0.10173,0.557,0.16069,0.45445,0.7702,-0.56367,-0.67469,-0.3574,5
-0.46638,-0.64935,-0.48788,-0.67487,-0.48204,-0.6801,-1.1431,-0.88875,-1.1169,-1.1824,-1.1558,-1.094,-0.93212,1.4515,-0.97177,0.80386,-0.75976,0.44545,-0.091258,0.58565,1.3032,2.0684,1.3224,0.50556,-0.042551,-0.81768,-0.85598,5
-0.46638,-0.6671,-0.49073,-0.67287,-0.48363,-0.6801,-1.1451,-0.88746,-1.1169,-1.1879,-1.1569,-1.0947,-0.52767,0.70959,-0.8621,0.021977,-0.67684,0.76651,-0.49,0.24745,0.67775,0.82344,0.82667,1.1123,-1.2786,-0.54004,-0.76525,5
-0.62982,-0.68485,-0.62009,-0.68085,-0.62564,-0.6886,-0.015335,-0.44236,0.19327,-0.041938,0.092517,-0.14669,-0.72676,0.2076,-0.81241,-0.43473,-0.62536,0.10384,-0.81951,-0.081063,0.69079,0.0018531,0.46561,1.1794,-1.4675,-0.73817,-0.86368,1
-0.7524,-0.71148,-0.69259,-0.69083,-0.715,-0.69923,-0.72689,-0.76864,-0.27464,-0.59013,-0.60804,-0.76684,-0.48724,-0.085045,-0.45722,-0.44024,-0.13145,0.61842,-0.67589,0.021934,0.41218,0.075528,0.34171,0.97074,-0.97305,-0.68473,-0.33346,1
-0.77769,-0.7026,-0.72244,-0.68484,-0.74372,-0.69286,-1.1322,-0.88682,-1.0314,-1.1851,-1.1321,-1.0933,-0.58382,0.52308,-0.89081,-0.28285,-1.2497,0.35939,-0.66385,-0.15481,0.26162,-0.28521,0.29511,-0.48818,0.94821,-0.37071,-0.41704,5
-0.49946,-0.6671,-0.51063,-0.67487,-0.50916,-0.68222,-0.14383,-0.44043,0.27057,-0.083259,0.36155,-0.19249,-0.86887,0.61243,-0.56362,0.24026,-0.88235,0.33745,-0.18992,0.63083,1.1843,0.40633,0.70712,1.2238,-1.5634,-0.71418,-0.85654,1
12.254,7.7291,4.3838,6.4914,5.6899,6.6979,1.7912,2.1711,0.17292,0.62746,0.74142,1.6105,-0.61755,0.034744,1.0506,1.0026,0.17287,-1.3981,2.1843,1.587,0.62182,0.72138,0.30636,-0.54808,1.0849,2.2772,12.281,3
-0.74072,-0.67598,-0.70681,-0.67886,-0.72298,-0.68648,-1.1572,-0.89003,-1.2552,-1.1879,-1.1924,-1.0947,-0.73,1.4425,-0.66222,1.1647,-1.4559,0.68433,0.37556,0.92032,0.82364,0.85993,1.1307,-0.47242,1.0225,-0.61381,-0.52485,5
-0.78158,-0.69817,-0.72102,-0.68883,-0.74213,-0.69711,-1.1342,-0.88875,-1.0396,-1.1851,-1.1343,-1.094,-0.94006,3.317,-0.94322,2.5442,-1.7612,0.67061,1.3273,1.5172,1.3154,3.2749,2.1759,-0.64947,1.2539,-0.25287,-0.54823,5
-0.25041,-0.64491,-0.33151,-0.6629,-0.30651,-0.66947,-0.13453,-0.50851,0.19327,0.12059,0.029025,-0.22593,-0.80819,0.54183,-0.69032,0.0022934,-0.79119,1.1209,-0.4104,0.36635,0.85796,0.34138,0.72778,1.0782,-1.1752,-0.86409,-0.47963,1
-0.18426,-0.6316,-0.35852,-0.63896,-0.31928,-0.64183,0.81582,1.0959,0.25023,0.21701,0.47239,0.84353,-0.70774,0.4648,-0.19248,0.23535,-0.5697,1.6147,0.15906,0.72554,0.8953,0.55998,0.7003,0.52864,-0.1199,-0.60078,-0.46577,4
-0.65122,-0.67154,-0.62578,-0.67886,-0.63681,-0.68648,-1.1532,-0.8881,-1.2186,-1.1879,-1.1827,-1.0947,0.065883,0.37244,-1.0278,-0.34675,-0.3883,1.6439,-0.92234,-0.40092,-0.45204,0.72305,0.56219,-0.034187,0.37178,-0.61825,-0.49881,5
-0.8419,-0.70704,-0.77078,-0.68484,-0.79797,-0.69498,-1.1605,-0.8881,-1.2878,-1.1907,-1.2021,-1.0947,-0.4829,0.32123,-0.52198,-0.010274,-0.31371,-0.39399,-0.38846,0.18607,0.37934,0.64955,0.64337,0.40415,-0.018592,-0.83085,-0.57218,5
-0.12005,-0.17007,-0.040091,-0.1382,-0.06238,-0.17831,-0.14666,-0.47062,-0.34381,-0.14937,-0.17006,-0.23393,0.53467,-0.94341,-0.16208,-2.1846,0.99835,-1.9824,-1.2865,-1.2472,-1.2233,-0.44928,-0.73666,0.9659,-1.1008,-0.192,-0.41326,2
0.34691,0.54884,0.88393,1.0509,0.79608,1.0081,0.037193,-0.32353,0.014241,-0.02541,-0.039847,-0.10088,1.3613,-1.5113,0.86643,-0.92791,1.9056,-2.2847,-1.1276,-1.3753,-2.1175,-1.0932,-1.3531,-0.52155,0.61148,-0.29719,0.26859,2
-0.78742,-0.69373,-0.72813,-0.68484,-0.75011,-0.69286,-1.137,-0.8881,-1.0436,-1.1907,-1.1364,-1.0947,-0.85706,0.88278,-0.70292,0.48606,-0.77955,0.95117,-0.14992,0.65184,1.149,0.9306,0.97262,1.2007,-1.4925,-0.66908,-0.74523,5
-0.52281,-0.65823,-0.60445,-0.64694,-0.59533,-0.6482,1.0284,1.2809,0.42518,0.31893,0.54987,0.97948,-1.0566,2.7326,-1.0613,2.2365,-2.0093,0.87553,0.68209,1.181,1.6171,1.7743,1.6829,0.44171,0.095954,-0.61499,-0.60998,4
-0.26987,-0.22776,-0.48078,-0.3776,-0.42938,-0.39943,2.9117,3.0677,2.9437,2.4566,3.8224,3.407,-0.33056,-1.0623,2.0623,2.051,0.37764,-0.81248,2.4813,1.2334,0.076501,-1.3109,-0.8145,-1.3555,1.5982,-0.35715,-0.3791,3
-0.80688,-0.69373,-0.74234,-0.68484,-0.76606,-0.69286,-1.1374,-0.8881,-1.068,-1.1851,-1.1418,-1.094,-0.5807,-0.492,-0.24562,-0.91998,-0.25326,0.092974,-0.84653,-0.20056,0.21848,-0.83437,-0.28696,0.84633,-0.74721,-0.59087,-0.75027,5
-0.84773,-0.7026,-0.77788,-0.68883,-0.80436,-0.69711,-1.1503,-0.88939,-1.1942,-1.1879,-1.1762,-1.0947,-0.52805,-0.20611,-0.79885,-0.97801,-0.27146,-0.11249,-1.1384,-0.53694,0.11746,-0.31436,0.16969,0.85094,-0.77044,-0.74364,-0.52765,5
-0.77964,-0.7026,-0.72244,-0.68285,-0.74372,-0.69286,-1.1362,-0.88746,-1.0274,-1.1879,-1.1332,-1.0947,-0.57933,0.75183,-0.97616,-0.15616,-0.63499,0.72423,-0.59319,0.10442,0.50952,0.94326,0.93121,0.41359,-0.0065812,-0.55086,-0.69875,5
-0.58701,-0.67154,-0.58882,-0.67886,-0.59214,-0.68648,0.4457,-0.26059,0.50656,0.37403,0.42396,0.2241,-0.83281,1.3871,-1.0087,0.73156,-1.0717,0.64216,-0.1792,0.52926,1.0798,1.4672,1.2867,0.98352,-0.93299,-0.40551,-0.6433,1
-0.52864,-0.67598,-0.56749,-0.6629,-0.56341,-0.66947,0.37337,0.52621,0.49842,0.16467,0.368,0.43348,-0.96576,1.9948,-0.5517,1.8023,-1.3227,0.25761,1.0347,1.5252,1.4627,2.0018,1.5791,0.21071,0.39394,-0.52974,-0.50525,4
-0.53448,-0.6671,-0.54333,-0.67487,-0.54267,-0.68222,0.6647,-0.06148,1.0233,0.68806,0.70914,0.42476,-0.89561,0.77584,-0.64845,0.22644,-0.97707,0.24385,-0.16294,0.59323,1.1978,0.51352,0.79113,1.0336,-1.0257,-0.56715,-0.54557,1
-0.39828,-0.62272,-0.45945,-0.65691,-0.44374,-0.66309,-0.11514,-0.06148,0.6449,0.28863,0.17215,-0.060897,-0.60249,-0.6638,0.37552,-0.60228,0.076322,-0.15959,-0.2709,0.45018,0.43103,-0.82392,-0.24941,0.75597,-0.55593,-0.84623,-0.68083,4
-0.7524,-0.6316,-0.73666,-0.66689,-0.75011,-0.66947,3.0107,4.263,0.59607,0.66327,2.319,3.471,-0.4053,-0.94476,0.80045,-0.63661,0.3396,-0.35591,-0.09637,0.42484,0.089203,-1.1151,-0.55755,0.35124,0.004088,-0.77688,-0.57568,3
-0.81271,-0.68929,-0.76367,-0.68285,-0.78361,-0.69073,0.27761,-0.23747,-0.26243,0.035194,0.16031,0.14049,-0.70581,0.71905,-0.90919,0.0261,-0.86844,1.1111,-0.53869,0.19098,0.68473,0.55534,0.84517,1.1521,-1.3879,-0.76906,-0.93355,1
-0.301,-0.64935,-0.36563,-0.66689,-0.34641,-0.67372,-0.38505,-0.6389,0.55538,0.26659,-0.19588,-0.46585,-0.75903,1.5654,-0.84367,1.017,-1.0966,0.98136,0.19043,0.88112,1.1556,1.6712,1.4108,0.42021,0.063287,-0.48151,-0.39548,1
-0.78547,-0.68485,-0.74234,-0.68085,-0.76127,-0.6886,-0.066651,-0.45135,-0.38043,-0.20447,0.009655,-0.13942,-0.73991,0.39189,-0.96649,-0.34189,-0.64443,0.54622,-0.84331,-0.12029,0.80195,0.33042,0.62731,1.3119,-1.9137,-0.69372,-0.62328,1
-0.65122,-0.67598,-0.64141,-0.66888,-0.64958,-0.67797,0.4853,-0.1225,0.3845,0.46493,0.32604,0.26917,-0.16221,-0.69543,-0.27957,-1.1158,0.12773,1.7603,-1.0685,-0.56769,-0.2878,-0.79024,-0.36438,0.77404,-0.69031,-0.86083,-0.44225,1
-0.96837,-0.70704,-0.85465,-0.68883,-0.89531,-0.70136,-1.1596,-0.8881,-1.2756,-1.1907,-1.1956,-1.0947,-0.38349,0.32345,-0.88229,-0.35453,-0.30894,0.39491,-0.81178,-0.28248,0.14921,0.60335,0.58393,0.41608,-0.083302,-0.67495,-0.55369,5
-0.49751,-0.6671,-0.5746,-0.65093,-0.56341,-0.65671,1.8106,1.9675,0.32753,0.37678,1.2181,1.7843,-0.57767,0.24311,-1.1098,-0.64371,-0.55611,0.21173,-1.0913,-0.49973,0.39881,0.19075,0.48842,0.91275,-0.85737,-0.53326,-0.6685,3
1.8704,2.2574,2.8372,3.0858,2.6295,2.9515,0.36853,-0.2182,0.42925,0.51727,0.40244,0.20883,1.4332,-1.3642,0.76705,-0.54697,2.0226,-2.4638,-1.0723,-1.5499,-2.233,-0.67413,-1.2116,-0.24872,0.3798,-0.6043,0.72433,2
-0.74656,-0.70704,-0.69685,-0.68684,-0.715,-0.69711,-1.1386,-0.88746,-1.0762,-1.1879,-1.1461,-1.0947,-0.82325,1.9696,-0.86763,1.6002,-1.4369,-0.22262,0.45766,0.7991,0.9824,1.7836,1.4311,0.091561,0.46566,-0.69294,-0.76707,5
-0.71737,-0.68485,-0.67411,-0.68484,-0.68947,-0.69286,-0.020992,-0.4719,0.51063,0.24455,0.037634,-0.18231,-0.92643,1.0421,-0.60467,0.7596,-1.146,0.50374,0.12721,0.88387,1.1967,0.64769,0.97883,1.0618,-1.1039,-0.75746,-0.74621,1
-1.0501,-0.73811,-0.92146,-0.70679,-0.96711,-0.71624,-0.91478,-0.82644,-0.96633,-0.8959,-0.94702,-0.90861,-0.75377,0.56561,-0.90279,-0.12318,-0.82696,0.56619,-0.64528,0.083129,0.62953,0.38487,0.70438,1.0868,-1.2232,-0.7035,-0.74901,1
-0.91389,-0.7026,-0.82053,-0.68484,-0.85542,-0.69286,-1.1653,-0.88875,-1.3529,-1.1879,-1.2193,-1.0947,-0.94772,2.567,-0.40415,2.8667,-1.5819,0.71164,1.8695,1.8499,1.4634,2.7536,1.4653,-0.84738,1.4459,-0.77545,-0.80109,5
8.6491,4.3875,7.2213,1.9307,7.6462,2.0564,-0.3798,-0.61834,1.0843,0.66878,-0.034466,-0.44768,0.15738,-1.9528,2.5668,0.77728,1.4953,-0.91811,1.3593,1.114,-1.1395,-2.3843,-2.4237,-3.7232,2.5536,0.9178,0.8404,2
-0.659,-0.66266,-0.64426,-0.66689,-0.65277,-0.67585,-0.4295,-0.65046,-0.31126,-0.2513,-0.44555,-0.50366,-0.063898,-1.0517,-0.16738,-1.4952,0.53572,-0.49877,-1.3457,-0.90461,-0.604,-1.1442,-0.67809,0.91946,-0.99082,-0.72201,-0.51029,1
0.71464,0.5089,1.3374,0.56406,1.2237,0.64667,0.05376,-0.4886,0.33567,0.20323,0.075299,-0.12269,1.4965,-1.9611,2.1223,-0.87086,2.1436,-2.2779,0.088703,-1.3832,-2.0477,-2.0312,-2.1303,-1.0833,0.95071,-0.33695,-0.52737,2
-0.58507,-0.67154,-0.56749,-0.64095,-0.57458,-0.65671,0.76532,0.02844,0.63676,0.47595,0.82321,0.56507,-0.8662,0.75091,-0.83835,0.18635,-1.1082,0.38949,-0.43154,0.34754,1.0839,0.30273,0.73094,1.0594,-1.1086,-0.87073,-0.72549,1
0.031711,-0.019189,1.2862,7.0859,0.78651,5.4796,20.745,8.5914,49.567,48.617,34.708,18.475,16.254,-2.7971,0.060943,-3.8854,5.1689,-3.6126,-3.1474,-11.092,-8.1389,-3.4421,-6.8745,0.52805,-2.3656,-0.35794,-0.55454,5
3.5826,3.4156,6.4451,3.2993,5.8463,4.0189,-0.17696,-0.58559,0.48215,0.10406,-0.064598,-0.32554,0.13887,-0.69105,0.7125,-1.1016,0.80118,-1.8497,0.091861,0.12816,-0.76628,-0.14088,-0.25208,-0.57379,0.89105,1.8825,2.3249,2
