@relation 'Huotari500_noclass4'
@attribute 'feature1' real
@attribute 'feature2' real
@attribute 'feature3' real
@attribute 'feature4' real
@attribute 'feature5' real
@attribute 'feature6' real
@attribute 'feature7' real
@attribute 'feature8' real
@attribute 'feature9' real
@attribute 'feature10' real
@attribute 'feature11' real
@attribute 'feature12' real
@attribute 'feature13' real
@attribute 'feature14' real
@attribute 'feature15' real
@attribute 'feature16' real
@attribute 'feature17' real
@attribute 'feature18' real
@attribute 'feature19' real
@attribute 'feature20' real
@attribute 'feature21' real
@attribute 'feature22' real
@attribute 'feature23' real
@attribute 'feature24' real
@attribute 'feature25' real
@attribute class {1 2 3 4}
@data
0.003272,0.000676,0.003752,0.000858,0.013926,0.007490,0.004403,0.002303,0.008933,0.007342,0.072123,0.551181,0.894796,2.556088,0.764782,9.020759,9.859984,2.488166,2.900956,0.317028,0.807806,-0.430187,0.892824,0.003372,0.001706,1
0.003824,0.001358,0.005464,0.002802,0.023445,0.015537,0.004232,0.001542,0.012412,0.014123,0.094866,0.716517,0.872735,2.842960,0.742643,6.869069,10.536611,2.337446,2.841920,0.415831,0.910386,-0.360454,0.847094,0.025368,0.016194,3
0.002890,0.000706,0.003397,0.000926,0.021005,0.010966,0.004222,0.001227,0.013772,0.011844,0.300517,0.391607,0.551013,0.434901,0.866618,3.074497,1.352781,1.296729,1.512290,0.309913,0.659668,-0.255196,0.598428,0.024000,0.030923,1
0.003065,0.000492,0.003229,0.000530,0.020422,0.005970,0.005838,0.001844,0.012708,0.008619,0.242563,0.853457,0.332476,0.578590,0.766076,3.088121,1.694766,1.416757,1.849098,0.574422,0.952793,-0.080625,0.383040,0.013745,0.021099,1
0.003393,0.000462,0.004195,0.001253,0.017326,0.006256,0.005276,0.001217,0.011379,0.007636,0.057675,1.712399,0.664671,2.596975,0.618933,6.082172,8.492147,2.349975,3.200892,0.872682,1.235208,-0.209024,0.725659,0.027048,0.039403,2
0.003366,0.000687,0.004674,0.001791,0.027946,0.009172,0.006873,0.004449,0.017460,0.012988,0.116853,0.735342,0.645898,1.048665,0.751876,4.770358,3.412248,1.950243,2.433249,0.449970,0.907254,-0.235936,0.692303,0.083432,0.041197,2
0.004019,0.000652,0.003967,0.000599,0.016502,0.004693,0.005245,0.002349,0.009161,0.006499,0.132360,1.318264,0.658717,2.023426,0.665089,4.175407,4.795634,1.899436,2.404690,0.716447,1.135925,-0.174889,0.640097,0.009328,0.020020,1
0.003738,0.001126,0.004968,0.001832,0.022397,0.010711,0.003359,0.001304,0.011827,0.012039,0.103551,0.857227,0.664130,1.403826,0.718208,8.070498,4.112921,2.072528,2.638252,0.482724,0.968981,-0.224267,0.706678,0.012933,0.017926,3
0.003237,0.000419,0.003646,0.000800,0.020539,0.006981,0.005335,0.001715,0.012439,0.009199,0.114339,1.453057,0.376296,1.170676,0.672167,4.145197,3.198350,1.873605,2.565575,0.843771,1.164247,-0.103273,0.494473,0.024014,0.037367,1
0.003616,0.000960,0.004971,0.002140,0.039138,0.017000,0.006178,0.002377,0.021616,0.020455,0.083735,0.816667,0.755782,1.592479,0.716674,5.977273,5.824231,2.176427,2.736377,0.447518,0.943251,-0.286093,0.774788,0.024152,0.028816,2
0.003181,0.000245,0.003282,0.000277,0.002441,0.000105,0.002313,0.000093,0.002360,0.000120,0.364303,0.603376,0.384768,0.432176,0.825344,4.234881,1.324578,1.314606,1.586203,0.455945,0.747839,-0.136817,0.456688,0.002365,0.014512,4
0.003118,0.000390,0.003629,0.000733,0.018497,0.006171,0.004236,0.001426,0.011449,0.008554,0.045224,1.436614,0.704540,2.577397,0.605787,7.898339,8.133448,2.434995,3.294303,0.634686,1.137615,-0.194360,0.717676,0.003120,0.013378,1
0.003455,0.000764,0.004622,0.001624,0.020799,0.009172,0.004887,0.002155,0.013510,0.010661,0.123810,0.821494,0.552979,0.944850,0.745569,4.905443,2.846686,1.878480,2.390540,0.510513,0.942951,-0.210087,0.657902,0.051076,0.011414,2
0.002742,0.000601,0.003322,0.001021,0.024541,0.019156,0.003722,0.001294,0.012343,0.016230,0.058016,0.875393,0.820862,2.401349,0.676737,8.619887,8.891386,2.456069,3.083440,0.407431,0.926047,-0.322550,0.834793,0.022134,0.006078,3
0.003540,0.000657,0.003913,0.000808,0.018945,0.005929,0.004339,0.001783,0.012482,0.008740,0.182158,0.731343,0.660990,1.041015,0.785322,4.007902,3.575881,1.800546,2.189398,0.504068,0.897245,-0.267209,0.703171,0.015560,0.034147,1
0.003226,0.000435,0.003627,0.000719,0.023570,0.008088,0.006098,0.002164,0.014725,0.010736,0.097044,1.276002,0.492107,1.302884,0.667622,4.958745,3.726944,2.006956,2.717432,0.694829,1.115260,-0.128560,0.561911,0.018254,0.023841,1
