@relation HK2.arff-weka.filters.unsupervised.instance.Normalize-N1.0-L2.0

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute feature8 numeric
@attribute feature9 numeric
@attribute feature10 numeric
@attribute feature11 numeric
@attribute feature12 numeric
@attribute feature13 numeric
@attribute feature14 numeric
@attribute feature15 numeric
@attribute feature16 numeric
@attribute feature17 numeric
@attribute feature18 numeric
@attribute feature19 numeric
@attribute feature20 numeric
@attribute feature21 numeric
@attribute feature22 numeric
@attribute feature23 numeric
@attribute feature24 numeric
@attribute feature25 numeric
@attribute CLASS {WildType,HitMain1,HitMain2,Mitotic,NO_TET,Garbage}

@data
0.000651,0.000106,0.000744,0.000152,0.000639,0.000158,0.000323,0.000024,0.00046,0.000191,0.010707,0.055169,0.073769,0.173982,0.06705,0.683828,0.619417,0.195687,0.231869,0.032901,0.076369,-0.031516,0.073262,0.000349,0.001279,WildType
0.000579,0.000097,0.000653,0.000127,0.000531,0.000103,0.000283,0.000025,0.000399,0.000146,0.005112,0.059338,0.063011,0.193407,0.051731,0.554801,0.743213,0.182043,0.220899,0.029773,0.068513,-0.026528,0.063295,0.001254,0.000904,WildType
0.000936,0.000144,0.000969,0.000123,0.00069,0.000138,0.000339,0.00003,0.000533,0.000206,0.009451,0.048519,0.07651,0.17142,0.068793,0.660428,0.641244,0.202048,0.237629,0.029019,0.072356,-0.034128,0.075417,0.001638,0.000964,WildType
0.001116,0.000235,0.001142,0.000187,0.000622,0.0001,0.000369,0.000027,0.000484,0.000147,0.0154,0.041284,0.082459,0.101913,0.083804,0.855707,0.366642,0.201178,0.229587,0.026197,0.072558,-0.037015,0.081717,0.001838,0.000973,WildType
0.000618,0.000117,0.00069,0.000133,0.000644,0.000157,0.000284,0.000026,0.000472,0.000216,0.005587,0.047671,0.06649,0.198217,0.055809,0.527715,0.760887,0.186587,0.220314,0.025925,0.063982,-0.030408,0.066267,0.000358,0.001791,WildType
0.000335,0.000045,0.000385,0.000082,0.000417,0.00012,0.000215,0.000017,0.000307,0.000132,0.003878,0.036623,0.056851,0.224279,0.044582,0.537709,0.768169,0.159491,0.178147,0.017726,0.04781,-0.030079,0.056824,0.000183,0.000153,HitMain1
0.000483,0.00006,0.000615,0.000178,0.000633,0.000157,0.000274,0.000026,0.00047,0.000217,0.005758,0.056351,0.065275,0.210853,0.055079,0.490534,0.781014,0.184565,0.222407,0.031494,0.069361,-0.02869,0.065355,0.001935,0.000468,HitMain2
0.000385,0.000039,0.000457,0.000103,0.000427,0.000069,0.000249,0.000015,0.000343,0.000104,0.005613,0.04726,0.063178,0.213059,0.053398,0.528359,0.762737,0.177457,0.208667,0.027247,0.062803,-0.029186,0.063191,0.000619,0.001357,HitMain2
0.000555,0.000066,0.000576,0.000057,0.000396,0.000039,0.000291,0.000013,0.000347,0.000061,0.00624,0.060759,0.069715,0.156943,0.062351,0.712047,0.583445,0.202129,0.249164,0.032388,0.076562,-0.026924,0.069964,0.000807,0.000405,WildType
0.000476,0.000018,0.000479,0.000016,0.000605,0.000104,0.000335,0.000022,0.000475,0.000157,0.005765,0.173155,0.042442,0.162046,0.054923,0.765692,0.443782,0.20663,0.302371,0.073976,0.118524,-0.007018,0.044556,0.000243,0.00007,NO_TET
0.000483,0.000009,0.000483,0.000009,0.000664,0.000114,0.000354,0.000031,0.000502,0.000178,0.005124,0.281633,0.00568,0.151899,0.047832,0.79121,0.316522,0.194646,0.314062,0.114304,0.138231,-0.001175,0.019131,0.000197,0.000204,NO_TET
0.000397,0.000046,0.000479,0.000133,0.000416,0.000075,0.000245,0.000012,0.000324,0.000101,0.006445,0.05757,0.062659,0.215701,0.051962,0.466967,0.800521,0.174437,0.209513,0.0313,0.068339,-0.027313,0.062264,0.001378,0.000482,HitMain2
0.000391,0.000031,0.000442,0.000076,0.000422,0.000066,0.000256,0.000013,0.00034,0.000097,0.00659,0.071025,0.06186,0.213477,0.052222,0.513581,0.766271,0.179078,0.218898,0.038897,0.075787,-0.025705,0.062808,0.000101,0.000302,HitMain2
0.000396,0.00003,0.000456,0.000088,0.000414,0.00008,0.000239,0.000013,0.000326,0.000105,0.004631,0.059313,0.059304,0.213509,0.048877,0.484134,0.791292,0.172991,0.211651,0.032131,0.067071,-0.0252,0.059589,0.00013,0.000678,HitMain2
0.000586,0.000074,0.000586,0.000064,0.000381,0.000045,0.000243,0.000017,0.00031,0.000078,0.003352,0.071309,0.05618,0.20917,0.045951,0.562681,0.73518,0.173318,0.220856,0.03655,0.070877,-0.020571,0.056423,0.000219,0.000563,WildType
0.000754,0.000119,0.000755,0.000094,0.000489,0.00008,0.000297,0.000019,0.000401,0.000114,0.007575,0.045681,0.067413,0.151038,0.060629,0.764131,0.540002,0.183133,0.217925,0.026021,0.06552,-0.028766,0.067053,0.000841,0.000648,WildType
0.000784,0.00009,0.000772,0.000076,0.000436,0.000045,0.000306,0.00002,0.000373,0.000075,0.005802,0.05936,0.067922,0.188498,0.058551,0.639115,0.661212,0.195119,0.239601,0.031507,0.073262,-0.02721,0.067953,0.00056,0.000948,WildType
0.000894,0.000174,0.000899,0.000135,0.000559,0.0001,0.000339,0.00002,0.000456,0.000135,0.008921,0.04663,0.080363,0.163591,0.073697,0.705088,0.585147,0.211252,0.247053,0.027969,0.073002,-0.036619,0.080188,0.000978,0.00071,WildType
0.000935,0.000088,0.000881,0.000086,0.0009,0.000142,0.000579,0.000042,0.000754,0.000197,0.027189,0.099806,0.104267,0.176475,0.115005,0.680388,0.498253,0.275484,0.33843,0.058581,0.133162,-0.033538,0.100779,0.00062,0.000516,NO_TET
0.001573,0.000299,0.0015,0.000253,0.000732,0.000134,0.00043,0.000077,0.000581,0.000189,0.014929,0.068009,0.092511,0.204657,0.087974,0.564857,0.683783,0.232156,0.274454,0.043808,0.096577,-0.040014,0.090897,0.000766,0.002893,WildType
0.000656,0.000093,0.000661,0.000076,0.000416,0.000062,0.000264,0.000014,0.000349,0.00009,0.004459,0.061936,0.063911,0.198378,0.052511,0.552938,0.737591,0.187751,0.233221,0.030555,0.070311,-0.024931,0.063445,0.000428,0.000168,WildType
0.000691,0.000101,0.000712,0.000084,0.000415,0.000058,0.000272,0.000017,0.000343,0.000084,0.004129,0.075338,0.057969,0.171205,0.049199,0.727411,0.57599,0.181376,0.234654,0.033593,0.074211,-0.018794,0.058075,0.000521,0.000466,WildType
0.000624,0.000179,0.000741,0.000198,0.0005,0.000092,0.000285,0.000026,0.000407,0.00013,0.011242,0.033311,0.070479,0.181963,0.063654,0.637312,0.688071,0.171603,0.193688,0.022601,0.057611,-0.037492,0.069471,0.000241,0.000485,WildType
0.00066,0.000161,0.000715,0.000148,0.000571,0.000156,0.000301,0.000016,0.000425,0.000173,0.013188,0.059388,0.067892,0.148937,0.065421,0.812403,0.464211,0.176657,0.214734,0.035917,0.077896,-0.024964,0.066595,0.000566,0.00085,WildType
0.00116,0.000176,0.001126,0.000135,0.001567,0.000311,0.000833,0.000061,0.001213,0.000437,0.054665,0.144058,0.111202,0.078199,0.176289,0.717165,0.369047,0.295968,0.36728,0.086374,0.188229,-0.026649,0.100391,0.000237,0.000473,NO_TET
0.000494,0.000059,0.000572,0.000105,0.000451,0.000093,0.000221,0.000017,0.000342,0.000135,0.003469,0.045616,0.052901,0.204897,0.041508,0.577062,0.744964,0.151567,0.184199,0.021468,0.052795,-0.022942,0.052459,0.000828,0.000126,HitMain1
0.000455,0.000007,0.000456,0.000007,0.000551,0.000072,0.000344,0.000024,0.000448,0.000119,0.007141,0.204396,0.002036,0.103846,0.052484,0.875392,0.213094,0.175733,0.281248,0.084352,0.125053,-0.00061,0.013072,0.000165,0.000114,NO_TET
0.000409,0.000024,0.000462,0.000068,0.000387,0.000091,0.000199,0.000011,0.000301,0.000116,0.002794,0.039992,0.051086,0.220808,0.040134,0.46916,0.815875,0.14845,0.178139,0.019925,0.049089,-0.022918,0.050499,0.000483,0.000295,HitMain1
0.000469,0.000075,0.000528,0.000092,0.000388,0.000089,0.000269,0.000022,0.000327,0.00009,0.006822,0.052159,0.059113,0.152361,0.051195,0.819223,0.472888,0.161681,0.195847,0.025257,0.062802,-0.023819,0.059211,0.001187,0.000524,Mitotic
0.000469,0.000075,0.000528,0.000092,0.000388,0.000089,0.000269,0.000022,0.000327,0.00009,0.006822,0.052159,0.059113,0.152361,0.051195,0.819223,0.472888,0.161681,0.195847,0.025257,0.062802,-0.023819,0.059211,0.001187,0.000524,Mitotic
0.00079,0.000109,0.00079,0.000087,0.000491,0.000101,0.000314,0.000014,0.000406,0.000116,0.006011,0.07072,0.071153,0.172894,0.06273,0.636829,0.650542,0.210747,0.262395,0.037045,0.082646,-0.026702,0.071638,0.000686,0.000943,WildType
0.000761,0.000097,0.00074,0.000085,0.000453,0.000065,0.000294,0.000015,0.000372,0.000094,0.00569,0.066897,0.068066,0.187238,0.05767,0.579213,0.710426,0.198972,0.245588,0.034043,0.076751,-0.026443,0.068038,0.000214,0.000579,WildType
0.000573,0.000102,0.0006,0.000088,0.000425,0.000088,0.000273,0.000012,0.000347,0.000099,0.006352,0.052987,0.062101,0.127882,0.057031,0.815796,0.46711,0.178953,0.218934,0.028448,0.068262,-0.02444,0.062849,0.000908,0.000234,WildType
0.001013,0.000208,0.000929,0.00017,0.001054,0.000212,0.000591,0.000041,0.000854,0.000285,0.05115,0.038235,0.140251,0.210601,0.137441,0.51168,0.70869,0.231945,0.255474,0.030173,0.08731,-0.074702,0.125569,0.000244,0.000133,NO_TET
0.000703,0.000088,0.000697,0.000072,0.000481,0.00008,0.000301,0.000028,0.000397,0.00011,0.005976,0.065219,0.068573,0.172324,0.060351,0.665601,0.630803,0.202221,0.251206,0.034514,0.07794,-0.026435,0.069061,0.000257,0.000589,WildType
0.000367,0.000021,0.000405,0.000054,0.000402,0.000077,0.000257,0.000013,0.000333,0.000093,0.005707,0.072769,0.061259,0.208328,0.0518,0.528046,0.755928,0.180223,0.224435,0.039619,0.076056,-0.023927,0.061611,0.000578,0.000746,HitMain2
0.000433,0.000059,0.000583,0.00019,0.000437,0.00008,0.000281,0.000037,0.000362,0.000102,0.004788,0.052658,0.062892,0.209706,0.053367,0.540629,0.750282,0.181274,0.21971,0.030246,0.066402,-0.027533,0.063213,0.001425,0.002824,Garbage
0.000459,0.000078,0.000517,0.000095,0.000532,0.000214,0.000256,0.000016,0.000384,0.000202,0.00536,0.071502,0.051658,0.12703,0.047567,0.833129,0.4488,0.161493,0.2062,0.034501,0.071878,-0.018642,0.054417,0.000501,0.000189,Mitotic
0.000513,0.000032,0.000547,0.000053,0.000514,0.000083,0.000328,0.000021,0.00042,0.000112,0.007567,0.094841,0.069273,0.188199,0.063355,0.597318,0.673926,0.211787,0.27133,0.051131,0.096085,-0.023248,0.069927,0.00031,0.000337,HitMain2
0.000457,0.000012,0.00046,0.000011,0.000521,0.000074,0.000342,0.000019,0.000433,0.000107,0.006453,0.159217,0.032449,0.122134,0.05604,0.844314,0.321163,0.194206,0.287511,0.068589,0.114833,-0.004332,0.034597,0.000256,0.000228,NO_TET
0.000504,0.000068,0.00052,0.000055,0.000515,0.000114,0.000316,0.000017,0.000425,0.000132,0.008834,0.064738,0.069218,0.15625,0.063964,0.779585,0.494072,0.19766,0.241407,0.034259,0.079986,-0.026395,0.070412,0.000524,0.000357,WildType
0.000566,0.000044,0.000544,0.000041,0.000572,0.000081,0.000382,0.000021,0.00048,0.000114,0.008007,0.123779,0.065142,0.168024,0.06718,0.715273,0.520081,0.225019,0.308063,0.055817,0.111511,-0.015647,0.064757,0.000131,0.000153,NO_TET
