@relation 'HTS data set'
@attribute 'feature1' real
@attribute 'feature2' real
@attribute 'feature3' real
@attribute 'feature4' real
@attribute 'feature5' real
@attribute 'feature6' real
@attribute 'feature7' real
@attribute 'feature8' real
@attribute 'feature9' real
@attribute 'feature10' real
@attribute 'feature11' real
@attribute 'feature12' real
@attribute 'feature13' real
@attribute 'feature14' real
@attribute 'feature15' real
@attribute 'feature16' real
@attribute 'feature17' real
@attribute 'feature18' real
@attribute 'feature19' real
@attribute 'feature20' real
@attribute 'feature21' real
@attribute 'feature22' real
@attribute 'feature23' real
@attribute 'feature24' real
@attribute 'feature25' real
@attribute 'feature26' real
@attribute 'feature27' real
@attribute 'feature28' real
@attribute 'feature29' real
@attribute 'feature30' real
@attribute 'feature31' real
@attribute 'feature32' real
@attribute 'feature33' real
@attribute 'feature34' real
@attribute 'feature35' real
@attribute 'feature36' real
@attribute 'feature37' real
@attribute 'feature38' real
@attribute 'feature39' real
@attribute 'feature40' real
@attribute 'feature41' real
@attribute 'feature42' real
@attribute 'feature43' real
@attribute 'feature44' real
@attribute 'feature45' real
@attribute 'feature46' real
@attribute 'feature47' real
@attribute 'feature48' real
@attribute class {1 2 3 4 }
@data
0.005677,0.001022,0.004938,0.000579,0.005337,0.000931,0.017880,0.003936,0.007222,0.004175,0.012917,0.006814,0.010020,0.003530,0.004378,0.002134,0.007417,0.004139,0.406110,0.437167,0.497410,0.438203,0.865336,2.699670,1.302287,1.128637,1.349417,0.350741,0.674483,-0.190692,0.499137,0.016680,0.042210,0.398835,0.333333,0.600088,0.420257,0.894210,3.672760,1.333127,1.220377,1.387422,0.280313,0.583120,-0.322076,0.644513,0.043805,0.017666,3
0.006011,0.000748,0.005604,0.000811,0.005844,0.000785,0.016307,0.004101,0.006531,0.002000,0.012552,0.005960,0.012002,0.004491,0.003927,0.001227,0.008928,0.005378,0.182202,0.501758,0.617908,0.685411,0.791401,3.714046,2.120125,1.648960,2.018405,0.315869,0.783105,-0.196819,0.599301,0.015595,0.016497,0.109782,0.484029,0.901498,2.482077,0.796133,7.549595,9.332058,2.330780,2.691297,0.307251,0.777896,-0.444535,0.886801,0.044358,0.038440,2
0.005106,0.000544,0.004597,0.000286,0.004806,0.000488,0.016094,0.004031,0.005446,0.001312,0.009759,0.006043,0.009780,0.005631,0.003113,0.000572,0.005875,0.004960,0.183565,0.720038,0.538760,0.757195,0.801079,3.924257,2.394071,1.710302,2.060420,0.521275,0.854548,-0.255666,0.675603,0.036369,0.024606,0.247710,0.956855,0.384689,0.777538,0.816150,3.380633,2.153297,1.484717,1.810723,0.752062,0.878942,-0.208953,0.587020,0.123214,0.157605,3
0.006414,0.001827,0.004978,0.000434,0.005676,0.001518,0.016385,0.003478,0.005928,0.001906,0.010972,0.006042,0.007799,0.003152,0.003576,0.000823,0.005639,0.003155,0.813703,0.380264,0.228079,0.246143,0.943395,2.190339,0.604977,0.445941,0.533484,0.357553,0.403334,-0.094947,0.227840,0.292354,0.164687,0.244989,0.825764,0.482131,0.796310,0.810882,3.527663,2.363190,1.502256,1.827830,0.627662,0.867589,-0.188775,0.562911,0.233712,0.106131,3
0.005729,0.000553,0.004919,0.000288,0.005339,0.000614,0.012096,0.001963,0.005841,0.001474,0.009043,0.003678,0.009028,0.003304,0.003468,0.000737,0.006387,0.003768,0.194234,0.834437,0.421818,0.709427,0.771873,4.018543,2.049987,1.663902,2.082961,0.570336,0.916926,-0.152910,0.541954,0.032284,0.026292,0.283574,0.503974,0.417447,0.432631,0.848851,3.078808,1.226240,1.283075,1.530885,0.394767,0.708703,-0.190110,0.524457,0.041093,0.188118,3
0.005604,0.000648,0.004843,0.000441,0.005237,0.000686,0.014233,0.003040,0.006545,0.001953,0.010402,0.004728,0.013879,0.004733,0.006121,0.001751,0.010100,0.005371,0.165304,0.660377,0.616507,0.866386,0.787669,4.455291,2.779584,1.818809,2.191636,0.448581,0.843865,-0.262746,0.697613,0.032654,0.024212,0.129069,1.022149,0.448497,0.909756,0.727620,4.746513,2.679797,1.862498,2.375694,0.639558,0.999155,-0.168445,0.596685,0.202882,0.199872,3
0.007442,0.002100,0.004627,0.000605,0.006023,0.002127,0.021384,0.005819,0.005841,0.002775,0.013564,0.009195,0.010070,0.005730,0.004615,0.001643,0.007297,0.005054,0.202695,1.011834,0.414611,0.861937,0.775770,3.595661,2.444662,1.611496,2.075960,0.726126,0.981313,-0.161249,0.552685,0.091322,0.166134,0.348125,0.920447,0.450658,0.832493,0.796440,2.992768,2.430585,1.350630,1.762989,0.679889,0.940431,-0.135653,0.475814,0.143625,0.138899,3
0.006027,0.001083,0.004573,0.000395,0.005199,0.001078,0.018318,0.005268,0.005432,0.001824,0.010992,0.007582,0.009933,0.004028,0.003924,0.000891,0.006533,0.004133,0.170879,1.126386,0.363017,0.887971,0.753596,3.893570,2.409959,1.710858,2.211701,0.781132,1.014117,-0.143690,0.538932,0.088544,0.044950,0.188389,1.052106,0.420816,0.908861,0.792373,3.925721,2.580957,1.707389,2.105238,0.793159,0.929092,-0.243918,0.665578,0.137095,0.115093,3
0.005475,0.001415,0.004442,0.000591,0.004849,0.001141,0.013502,0.002453,0.004947,0.001586,0.008257,0.004727,0.012653,0.006698,0.004179,0.001037,0.007556,0.006077,0.507971,0.577885,0.558097,0.654454,0.860683,2.624697,2.037518,1.015723,1.252705,0.472614,0.727371,-0.186077,0.476950,0.032390,0.034505,0.177313,0.966909,0.716996,1.711786,0.744828,4.463277,5.866085,1.889514,2.349510,0.627337,0.992846,-0.230651,0.677180,0.085389,0.260663,3
0.004454,0.000427,0.003948,0.000172,0.004176,0.000407,0.017940,0.005139,0.004756,0.001668,0.010658,0.007662,0.010699,0.004707,0.002965,0.000775,0.006468,0.005088,0.150991,1.160069,0.391974,0.929800,0.708547,4.603557,2.652357,1.811915,2.404316,0.709484,1.052502,-0.101509,0.478977,0.022480,0.018478,0.115701,0.849684,0.673254,1.311443,0.748209,4.917384,4.350031,2.043170,2.506498,0.539340,0.933614,-0.270592,0.738037,0.075675,0.200634,3
0.006993,0.001704,0.004635,0.000630,0.005897,0.001795,0.018796,0.005077,0.006331,0.003646,0.012949,0.007774,0.010652,0.007515,0.004027,0.002324,0.007581,0.006695,0.172169,1.444842,0.410246,1.208037,0.739574,4.266088,3.453712,1.826751,2.373675,1.004700,1.111004,-0.179783,0.612953,0.052223,0.168392,0.313366,2.207354,0.237659,1.438806,0.734059,3.252298,3.582924,1.505075,2.021667,1.603122,1.198636,-0.080147,0.396212,0.480619,0.864684,3
0.006205,0.002117,0.004910,0.000296,0.005609,0.001709,0.017046,0.003823,0.006203,0.001896,0.011921,0.006367,0.014717,0.005526,0.005214,0.001194,0.010288,0.006378,0.909621,0.236213,0.452017,0.215530,0.972241,2.128677,0.625906,0.264818,0.307628,0.229671,0.230024,-0.297043,0.318998,0.114978,0.116533,0.244681,0.547335,0.699166,0.922329,0.812265,4.368107,3.088303,1.655071,1.938064,0.384899,0.779841,-0.261115,0.667594,0.107965,0.133729,2
0.003599,0.000403,0.002983,0.000121,0.003282,0.000434,0.028242,0.009588,0.007717,0.002396,0.017692,0.012626,0.011595,0.005237,0.004208,0.000655,0.007839,0.005297,0.057654,1.542507,0.648468,2.071543,0.626621,6.697634,7.190783,2.344517,3.144340,0.780520,1.161129,-0.209684,0.725432,0.012060,0.008748,0.177475,0.773883,0.553775,0.865796,0.809955,4.018405,2.694666,1.744477,2.112581,0.582620,0.844425,-0.273225,0.698358,0.070107,0.107269,2
0.003419,0.000298,0.002912,0.000125,0.003196,0.000355,0.021556,0.004949,0.007514,0.003196,0.015322,0.008408,0.012050,0.005507,0.004253,0.003086,0.008577,0.005993,0.074095,1.410350,0.525374,1.500512,0.642291,6.436589,4.531693,2.149566,2.947629,0.730807,1.133644,-0.135304,0.590915,0.003056,0.010484,0.231835,0.728134,0.437460,0.613062,0.809151,3.795190,1.849452,1.557205,1.891625,0.541324,0.835149,-0.199562,0.586926,0.121613,0.200367,3
